id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,description,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
129868848,9a0eb89d-3b65-4884-a979-43264c8fa617,2019/07/23 10:53 AM,2019-07-23,2019-07-23 07:53:00 UTC,Nairobi,"",Kenya,0.0301386129,38.274565894,21945,,,,31451,obscured,obscured,true,,"",East African Striped Hyaena,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
129873969,e79b55fd-2402-4b8f-9061-4cecdf7346d1,2019/07/27 4:32 AM,2019-07-27,2019-07-27 01:32:00 UTC,Nairobi,"","Aberdare Range, Kenya",-0.4145514,36.6661998,2169,,,,2169,,open,false,,"",Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
130006846,e32c371d-9f18-426c-bf23-2688e432f76d,2020/01/29 5:20 PM,2020-01-29,2020-01-29 14:20:00 UTC,Nairobi,"","J82W+CM6, Mara Simba, Kenya",-1.3989746,35.3466253,212,,,,212,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
130007728,93171ee5-eb1a-4dce-8e1f-912c44fb4aae,2020/01/30 6:37 PM,2020-01-30,2020-01-30 15:37:00 UTC,Nairobi,"","J82W+CM6, Mara Simba, Kenya",-1.3989746,35.3466253,212,,,,212,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
130126426,20f9b6ba-2125-4a2c-bd1b-4d946670b062,2022/07/02 9:44 AM,2022-07-02,2022-07-02 06:44:00 UTC,Nairobi,,"Mara, Kenya",-1.4372316155,35.208573688,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131047385,e7d49955-f819-46de-84c3-92513edccb02,2022-07-01 15:03:35,2022-07-01,2022-07-01 12:03:35 UTC,Nairobi,,Lake Nakuru National park,-0.3101587421,36.0841571912,208,,,,208,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131047417,fa96b1c0-676e-4b73-b1ab-8e11f401b4f0,2022-07-01 15:02:24,2022-07-01,2022-07-01 12:02:24 UTC,Nairobi,,Lake Nakuru National park,-0.3101587421,36.0841571912,208,,,,208,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131115483,176581a2-6afc-431a-a7af-be7fa1b02d81,2022-07-05 07:30:13,2022-07-05,2022-07-05 04:30:13 UTC,Nairobi,,Amboseli National Park,-2.6526869194,37.2605646774,213,,,,213,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131116460,13be4fa4-88d9-4fdc-8fc1-bc21d3a5d904,2022-07-05 07:08:55,2022-07-05,2022-07-05 04:08:55 UTC,Nairobi,,Amboseli National Park,-2.6526869194,37.2605646774,213,,,,213,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131116681,12cd36ff-19f4-4f21-89dc-f7e0092d4037,2022-07-05 06:13:06,2022-07-05,2022-07-05 03:13:06 UTC,Nairobi,,"Selenkay Conservancy Amboseli, Kenya",-2.6526869194,37.2605646774,213,,,,213,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131181482,6d363b70-6356-4048-8589-89f8e8d8dd06,2021/03/30 08:52,2021-03-30,2021-03-30 05:52:00 UTC,Nairobi,"","Entonet, Loitoktok District, Rift Valley, Kenya",-2.652687,37.260565,213,,,,213,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131183386,dc829df1-8756-4f35-89d8-e711c89dff04,2021/03/30 18:23,2021-03-30,2021-03-30 15:23:00 UTC,Nairobi,"","Loitokitok, Kenya",-2.6457779949,37.2607795767,61,,,,61,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131331196,adf20439-d2bb-438d-833d-8fe809e19e55,2013/02/23 9:48 PM,2013-02-23,2013-02-23 18:48:00 UTC,Nairobi,"","Narok County, Kenya",-1.4432517,35.2080989,214,,,,214,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131571286,887da3be-bca0-4a52-8132-ccab696ece0b,2010/10/19 21:36,2010-10-19,2010-10-19 18:36:00 UTC,Nairobi,,"Mara, Kenya",-1.5927945016,35.3890725571,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131642107,f446dc7d-6590-43a5-b47b-bc55cd90a242,2020/03/18 2:52 AM,2020-03-18,2020-03-17 23:52:00 UTC,Nairobi,,"Entonet, Loitoktok District, Rift Valley, Kenya",-2.652687,37.260565,6531,,,,6531,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
131907225,491f9e02-4685-418c-ba24-e0e49079a314,2010/10/21 18:57,2010-10-21,2010-10-21 15:57:00 UTC,Nairobi,,"Nakuru, KE",-0.5693037312,36.1238951432,61,,,,31451,,obscured,true,,,Hyaena hyaena dubbah,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
131929825,ebf272be-bb4d-4a26-9d43-6ef3caf745ca,2010/10/23 10:13,2010-10-23,2010-10-23 07:13:00 UTC,Nairobi,,"Ol Tukai, Kenya",-2.662171741,37.2722833959,244,,,,244,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
132295370,31c08144-cddc-416c-95c2-5b1361198bf2,2022/08/02 3:28 PM,2022-08-02,2022-08-02 12:28:00 UTC,Nairobi,,"Sekenani, Kenya",-1.519515,35.3382082,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
132327793,8a7b65bd-1e28-4428-b82c-cdd8a0c1f976,2010/10/23 10:13,2010-10-23,2010-10-23 07:13:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6917762306,37.2537200059,61,,,,61,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
132506231,c1abef62-7496-4f47-a11f-1a1da60313e2,2022-08-03 16:31:51,2022-08-03,2022-08-03 13:31:51 UTC,Nairobi,,"Sekenani, Quénia",-1.4737808333,35.1984602778,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
133095870,4cc07146-9f89-4806-b0c2-d6b83f9a7683,2011/08/05,2011-08-05,,Nairobi,,"Mau, Kenya",-1.2002759162,35.9266662598,77868,,,,77868,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
133480166,bd8a4480-8299-4d0a-a0b4-1a8d391a2160,2022/08/30 9:25 PM,2022-08-30,2022-08-30 18:25:00 UTC,Nairobi,,"Laikipia North, KE-LK, KE",0.3101628609,36.8832232043,8,,,,31451,,obscured,true,,,East African Striped Hyaena,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
134402574,afa826b9-d3be-41a9-b5d0-a14f59da4845,2022/09/08 5:48 PM,2022-09-08,2022-09-08 14:48:00 UTC,Nairobi,,"Laikipia North, KE-LK, KE",0.413262347,36.8324498835,31,,,,31451,,obscured,true,,,East African striped Hyena,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
134611148,c04ff429-74e1-4645-94aa-464f925c27bd,2015/09/27 6:11 PM,2015-09-27,2015-09-27 15:11:00 UTC,Nairobi,"","Loitokitok, Kenya",-2.7121419539,37.3418272785,122,,,,122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
134611157,56648a77-89a7-46de-aa16-636084922101,2015/09/28 8:16 AM,2015-09-28,2015-09-28 05:16:00 UTC,Nairobi,"","Loitokitok, Kenya",-2.6431537402,37.2658179247,977,,,,977,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
134828344,c4ecda1c-8868-4930-83b8-a88009858b6e,2022-09-13 08:37:45,2022-09-13,2022-09-13 05:37:45 UTC,Nairobi,,"Amboseli, Kenya",-2.6575833333,37.2334638889,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
134838865,37a747c3-a865-4c56-a224-ec255470fec1,2021-12-23 10:00:00-05:00,2021-12-23,2021-12-23 15:00:00 UTC,Nairobi,"","Maasai Mara National Reserve, Narok, Narok, KE",-1.3886581295,35.2002878446,47808,,,,47808,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
135523424,f3bb90a5-ad2d-434e-9c0b-10bd8442f651,2022-09-18 17:02:42,2022-09-18,2022-09-18 14:02:42 UTC,Nairobi,,"Laikipia East, KE-LK, KE",0.0537213389,36.8740498778,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
135543067,00fba07c-3e6e-44bf-bbc0-b28656473d7f,Sun Sep 18 2022 19:03:17 GMT +0300 (GMT+3),2022-09-18,2022-09-18 16:03:17 UTC,Nairobi,,Masai Mara National Reserve,-1.4432516439,35.2080987766,214,,,,214,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
135544635,f6bb4c0a-af8f-4828-af20-6912c672631b,Sun Sep 18 2022 19:28:58 GMT +0300 (GMT+3),2022-09-18,2022-09-18 16:28:58 UTC,Nairobi,,Masai Mara National Reserve,-1.4432516439,35.2080987766,214,,,,214,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
136167370,dda8a129-3a5d-4cd4-9f7c-e645be2a4eb9,2022-09-23 18:09:12,2022-09-23,2022-09-23 15:09:12 UTC,Nairobi,,"Ololmogi, Kenya",-1.4682215997,34.9661729997,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
136237242,e143402a-b73e-4676-8513-252d0b7e3ba6,2022-09-23 08:39:00+03:00,2022-09-23,2022-09-23 05:39:00 UTC,Nairobi,"","Amboseli National Park, Kajiado, Kajiado, KE",-2.6470964836,37.2400484979,17938,,,,17938,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
136514686,2e1a0c29-3038-4e49-a7d9-ae2bfd32ac12,2019/08/02 2:16 PM,2019-08-02,2019-08-02 11:16:00 UTC,Nairobi,,"Mara, Kenya",-1.3235286272,35.2972503907,42657,,,,42657,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
136597542,51a97228-660b-435d-bfb9-c86405df918a,2022-09-18 21:50:30+03:00,2022-09-18,2022-09-18 18:50:30 UTC,Nairobi,4 pups in a burrow,"Laikipia North, Laikipia, Laikipia, KE",0.3536565325,36.8924321144,36,,,,36,,,false,,,Eastern Aardwolf,Proteles septentrionalis,Eastern Aardwolf,Mammalia,1431008
137839802,1ecc4d84-27ff-4771-8762-150bfe1dc283,2022-10-07 09:23:16+03:00,2022-10-07,2022-10-07 06:23:16 UTC,Nairobi,"","Kilgoris, Narok, KE",-1.2499866667,35.00764445,3,,,,3,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
137936520,d199dfa7-0750-46ec-b834-7ab9b41a5da2,2022/09/18 6:58 AM,2022-09-18,2022-09-18 03:58:00 UTC,Nairobi,,"Laikipia East, Laikipia, Kenya",0.05341,36.8746183333,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
137956253,fd7c571f-030d-4d61-ae92-cec2238f0b82,2022-10-08 11:39:17+02:00,2022-10-08,2022-10-08 09:39:17 UTC,Nairobi,"","Maasai Mara National Reserve, Narok, Narok, KE",-1.4181765013,35.0806826208,2737,,,,2737,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
138226708,f39a4418-c380-453b-83b3-14a633ec6212,2022/09/29 5:41 PM,2022-09-29,2022-09-29 14:41:00 UTC,Nairobi,,"Central, Kenya",0.3565346437,36.8853461515,31,,,,31,,,false,,,Eastern Aardwolf,Proteles septentrionalis,Eastern Aardwolf,Mammalia,1431008
139198976,3442525b-a377-43c7-981a-d93e369a1aff,2022-10-11 19:39:45,2022-10-11,2022-10-11 16:39:45 UTC,Nairobi,,"Kajiado West, KE-KJ, KE",-1.8361229722,36.091889,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
139850452,38188fad-1136-4deb-880d-0767713675b3,2022/09/30 8:41 AM,2022-09-30,2022-09-30 05:41:00 UTC,Nairobi,,"Masai Mara, Narok West, Narok, Kenya",-1.5300125,35.1922255,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
139850495,8bf78813-1844-4304-ad00-ba34d8b82819,2022/09/30 1:33 PM,2022-09-30,2022-09-30 10:33:00 UTC,Nairobi,,"Mara, Kenia",-1.52947604,35.03925311,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
139850503,4bbc63a6-16b1-4929-b067-7f0f50151e88,2022/09/30 2:19 PM,2022-09-30,2022-09-30 11:19:00 UTC,Nairobi,,"Mara, Kenia",-1.57343176,35.1113881299,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
139959354,03dfbad4-1beb-49e0-a6aa-292be7f3de51,2022/10/02 5:56 PM,2022-10-02,2022-10-02 14:56:00 UTC,Nairobi,Together with Eudorcas thomsonii and Equus quagga,"Loitokitok, Kenia",-2.6607338,37.2966292001,,,,,,,open,false,,,Iena Maculata,Crocuta crocuta,Spotted Hyena,Mammalia,41886
139999160,3c7a16c4-1ffb-4315-87ba-a4307f8741bf,2022/10/03 9:39 AM,2022-10-03,2022-10-03 06:39:00 UTC,Nairobi,Together with Syncerus caffer,"Amboseli, Kajiado South, Kajiado, Kenya",-2.6459143399,37.28056813,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140002981,8410129b-6a82-4a7b-801d-db8501b2a50e,2022-09-29 16:37:50,2022-09-29,2022-09-29 13:37:50 UTC,Nairobi,,The Ark Lodge,-0.3487805715,36.812225394,212,,,,212,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140057008,59ac238f-50d0-472b-a7ed-8399be9d9aac,2022/10/03 11:56 AM,2022-10-03,2022-10-03 08:56:00 UTC,Nairobi,,"Loitokitok, Kenia",-2.63381677,37.20827919,,,,,,,open,false,,,Iena Maculata,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140057070,0b831b3d-57a4-4349-9eab-85b5ec32dc98,2022/10/03 2:51 PM,2022-10-03,2022-10-03 11:51:00 UTC,Nairobi,,"Amboseli, Kajiado South, Kajiado, Kenya",-2.66245765,37.23969422,,,,,,,open,false,,,Iena Maculata,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140249142,8b846db6-c837-4560-8549-292b04f701d3,2022-10-28 11:38:08,2022-10-28,2022-10-28 08:38:08 UTC,Nairobi,,"Mavoko, KE-MC, KE",-1.4445916667,37.0516166667,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140260767,c362f904-b8e0-43ac-bdff-98e7fb410015,2020/02/27 05:50,2020-02-27,2020-02-27 02:50:00 UTC,Nairobi,"","Mara Naboisho Conservancy, Kenya",-1.396228835,35.2638845163,131,,,,131,,open,false,,,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140261071,1162e3ac-b386-4ec2-82f5-6ca343c28933,2020/02/27 06:13,2020-02-27,2020-02-27 03:13:00 UTC,Nairobi,"","Mara Naboisho Conservancy, Kenya",-1.3872230989,35.2589035139,169,,,,169,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140261291,b42332bc-6956-46ef-b0af-467ab35313ed,2020/02/27 07:06,2020-02-27,2020-02-27 04:06:00 UTC,Nairobi,"","Mara Naboisho Conservancy, Kenya",-1.4271185044,35.3037099558,17,,,,17,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140261484,509ff070-48df-4cf5-86ff-2578a3078864,2020/02/29 05:39,2020-02-29,2020-02-29 02:39:00 UTC,Nairobi,"","Mara Naboisho Conservancy, Kenya",-1.4287526441,35.3158950954,173,,,,173,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140261663,5ac3101f-ccd3-4205-8463-80ef6c4b4522,2020/02/29 17:00,2020-02-29,2020-02-29 14:00:00 UTC,Nairobi,"","Mara Naboisho Conservancy, Kenya",-1.4332963888,35.3558950144,131,,,,131,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140447847,a196fd6a-087c-43a1-9161-b41f663227b9,2011/01/07 6:08 PM,2011-01-07,2011-01-07 15:08:00 UTC,Nairobi,Group photos from Tropical Field Ecology 2011,Kenya,0.3978185841,36.9974347774,69167,,,,69167,,obscured,true,,,East African striped Hyena,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
140447962,64216658-3bc4-40f0-b6f7-329355004f7b,2011/01/15 9:45 PM,2011-01-15,2011-01-15 18:45:00 UTC,Nairobi,Group photos from Tropical Field Ecology 2011,"P.O. Box 555 - 10400, Nanyuki, Kenya",0.292366,36.8984604,69167,,,,69167,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
140499543,e15f9424-598b-4bca-9cad-956e346d9b2b,2022-10-30 14:11:07,2022-10-30,2022-10-30 11:11:07 UTC,Nairobi,,"Kajiado, KE",-1.4696082517,36.8725043898,210,,,,31446,,obscured,true,gps,gps,Hyaenas,Hyaenidae,Hyaenas,Mammalia,41884
140637375,9e41f3f9-4371-4b0a-b086-d0cbdbee5f9b,2022-10-31 13:16:39+03:00,2022-10-31,2022-10-31 10:16:39 UTC,Nairobi,The lower mandible of a juvenile ,"Nairobi National Park, Langata, Nairobi, KE",-1.4002061885,36.8503738839,8,,,,8,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141352556,0f6ba2d5-f678-49f5-8267-b3cd8bb5dee0,2022-10-30 21:15:00,2022-10-30,2022-10-30 18:15:00 UTC,Nairobi,,"Kitenkela, Kenya",-1.3908502714,36.8445621058,238,,,,238,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141734377,f465ab94-8ef0-4089-8cf6-9419b79ef87d,2022-10-01 15:51:56,2022-10-01,2022-10-01 12:51:56 UTC,Nairobi,,Masai Mara National Reserve,-1.4937078692,35.1446481049,212,,,,212,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141738604,6a577e5e-c15e-4064-9727-f67d70a2675d,2022/08/08 11:31 PM,2022-08-08,2022-08-08 20:31:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,15122,,,,15122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141738623,293f044b-a519-4315-b619-7d8807f42f36,2022/08/09 4:48 AM,2022-08-09,2022-08-09 01:48:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,15122,,,,15122,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141937198,1d89ad50-0fae-4c34-824b-01764f2bb299,2022/08/10 1:38 AM,2022-08-10,2022-08-09 22:38:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141952953,b3dc1849-fbc1-494d-a494-b31f20df5737,2022/08/11 1:18 AM,2022-08-11,2022-08-10 22:18:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141952955,14cb8d70-67fa-4805-bd79-4a8819b36302,2022/08/11 1:43 AM,2022-08-11,2022-08-10 22:43:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141952962,2b6befe8-0174-474c-9073-e02b41a8b6c4,2022/08/11 3:31 AM,2022-08-11,2022-08-11 00:31:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141964107,c63d57d3-184e-4ee7-815d-b114eae29feb,2022/08/10 1:45 AM,2022-08-10,2022-08-09 22:45:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141964117,bcde5e37-7eba-435e-96b1-dd70fe3d9e2d,2022/08/10 4:29 AM,2022-08-10,2022-08-10 01:29:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
141964986,0c484769-7e58-4195-9090-4216c4337927,2022/08/12 12:00 AM,2022-08-12,2022-08-11 21:00:00 UTC,Nairobi,"","Masai Mara National Reserve, Kenya",-1.4937121,35.144648,212,,,,212,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
142110821,fab2c8ed-d28e-4c18-8541-e2df0900d88f,2022-09-28 08:19:52-07:00,2022-09-28,2022-09-28 15:19:52 UTC,Nairobi,"","Maasai Mara National Reserve, Narok, Narok, KE",-1.4941149564,35.1115565795,49373,,,,49373,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
142272611,2e4ebcc5-0db5-4fcb-9e2d-151b2f2831ec,2009/12/09 9:59 AM,2009-12-09,2009-12-09 06:59:00 UTC,Nairobi,,"Loitokitok, Kenya",-2.6308855659,37.2541912643,15,,,,15,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
142601455,1639c311-0eda-4c78-b580-e62ada6f4876,2014/08/16 07:16,2014-08-16,2014-08-16 04:16:00 UTC,Nairobi,,"Mara, Kenia",-1.6279144788,35.4199039568,5012,,,,5012,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
142777038,e5ad7150-76a3-4701-b831-fae225e86e37,2022/11/02 8:15 AM,2022-11-02,2022-11-02 05:15:00 UTC,Nairobi,,Kenya,-1.4079513,34.9040137,9076,,,,9076,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
142778047,7a99cf7b-88bf-42a4-abec-d56f6dd1dca3,2022/10/31 4:20 AM,2022-10-31,2022-10-31 01:20:00 UTC,Nairobi,,"Aitong, Kenya",-1.2086105,35.1582634,5668,,,,5668,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
143777120,ef4c810c-6859-4f2b-9519-bdbf18a27f70,2021/09/29 4:47 PM,2021-09-29,2021-09-29 13:47:00 UTC,Nairobi,,"Timau, Kenya",0.2212655569,37.4233422427,4736,,,,4736,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
143812359,d7b13991-98a1-4b89-883f-10d7fc0de015,2022-12-03 08:05:48,2022-12-03,2022-12-03 05:05:48 UTC,Nairobi,,"Tsavo N. Park, Kenya",-3.3348439997,38.8277032,,,,,,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
144354512,f9a9632a-8c74-4456-b6c1-447337be67e8,2022/12/07 3:56 PM,2022-12-07,2022-12-07 12:56:00 UTC,Nairobi,"",Swara Plains,-1.4734607063,37.0700486319,3422,,,,3422,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
144368678,55bc4b4d-a6a2-4312-b495-faccf35c2085,2022-10-04 17:24:42,2022-10-04,2022-10-04 14:24:42 UTC,Nairobi,,Parque nacional de Amboseli,-2.6526705084,37.2606206685,208,,,,208,,open,false,gps,gps,hyena skvrnitá,Crocuta crocuta,Spotted Hyena,Mammalia,41886
144394473,c9208a2e-1c13-41e1-a754-01840d73ce27,1988-11-16 17:42:00-05:00,1988-11-17,1988-11-16 22:42:00 UTC,Nairobi,"","Narok West, Narok, Narok, KE",-1.3340459626,35.189547363,21221,,,,21221,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
144666057,63133796-a6b7-425a-9876-5344ddc0b88c,2022-10-05 06:52:01,2022-10-05,2022-10-05 03:52:01 UTC,Nairobi,,Parque nacional de Amboseli,-2.6526705084,37.2606206685,208,,,,208,,open,false,gps,gps,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
144710380,d6ec531b-0e96-402d-8f81-e4b04690b330,2022/12/13 5:44 AM,2022-12-13,2022-12-13 02:44:00 UTC,Nairobi,Juveniles at den,Naboisho,-1.398120603,35.3254170078,6937,,,,6937,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
144935760,d74ca66d-b98d-441a-8724-86fc9ffc79c0,2022/12/01 ,2022-12-01,,Nairobi,,Nairobi National Park,-1.3613331086,36.8413278391,4041,,,,4041,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
145175040,2f91ccdd-4c8a-4a97-99f1-c0efb3edfde5,2022-12-27 06:45:08+03:00,2022-12-27,2022-12-27 03:45:08 UTC,Nairobi,"","Nairobi National Park, Langata, Nairobi, KE",-1.3501583333,36.798605,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
145203939,7afd4242-a53b-4d47-9d4b-567fbb017cf8,2022/12/23 10:07 PM,2022-12-23,2022-12-23 19:07:00 UTC,Nairobi,Camera trap,"Central, Kenya",0.635726,37.823636,3,,,,3,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
145204372,004bb3bf-e22b-44ff-8607-69e73f1bea2e,2022/12/23 10:16 PM,2022-12-23,2022-12-23 19:16:00 UTC,Nairobi,,"Isiolo North, KE-IS, KE",0.6499061506,37.8395238269,7,,,,31450,,obscured,true,,,East African Striped Hyaena,Hyaena hyaena dubbah,East African Striped Hyaena,Mammalia,1401285
145261783,668d9561-fcef-412f-a981-c0fe51bb9270,2022-12-28 16:45:07+03:00,2022-12-28,2022-12-28 13:45:07 UTC,Nairobi,"","Amboseli National Park, Kajiado, Kajiado, KE",-2.6309666667,37.253955,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
145480305,a82e765e-4d6f-4835-915b-60ab182805f9,2022-12-31 06:52:51+03:00,2022-12-31,2022-12-31 03:52:51 UTC,Nairobi,"","Masai Mara, Narok West, KE-NR, KE",-1.6275216667,35.2685283333,4,,,,4,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
145770015,840c5c4b-8229-4dac-84a0-7ba693f3639b,2018-09-20 06:37:46+02:00,2018-09-20,2018-09-20 04:37:46 UTC,Nairobi,"","Amboseli-Nationalpark, Kajiado, Kajiado, KE",-2.6052698425,37.2409469672,15087,,,,15087,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
