id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,description,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
4131910,e46c81fa-198d-4821-8b9c-dff604e364d3,2016-09-17 9:33:08 AM GMT+03:00,2016-09-17,2016-09-17 06:33:08 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90886694,37.2706992,9,,,,9,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4147682,e3bbaa4e-a53e-4f8a-b7e3-165b6793df68,2016-09-19 7:15:12 AM GMT+03:00,2016-09-19,2016-09-19 04:15:12 UTC,Baghdad,Track 1,"Samburu East, KE-SA, KE",0.87210701,37.06719673,4,,,,4,,open,false,,,spotted hyaena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4153921,4c20542a-20a7-4606-975e-2c6ef7a574ec,2016-09-20 8:35:12 AM GMT+03:00,2016-09-20,2016-09-20 05:35:12 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90896581,37.25883877,7,,,,7,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4153922,cf546cc6-94ff-42e2-b735-e7d5fea25d64,2016-09-20 8:52:23 AM GMT+03:00,2016-09-20,2016-09-20 05:52:23 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90262792,37.25172195,7,,,,7,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4155779,b91a0e09-fa05-4ba8-9cfe-aae0bbbb8544,2016-09-20 7:08:09 AM GMT+03:00,2016-09-20,2016-09-20 04:08:09 UTC,Baghdad,Track 1,"Samburu East, KE-SA, KE",0.87770041,37.06958358,4,,,,4,,open,false,,,Spotted hyaena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4165342,95f74c41-717f-4d5c-b815-cd524a66c431,2016-09-21 8:22:46 AM GMT+03:00,2016-09-21,2016-09-21 05:22:46 UTC,Baghdad,1Track,"Samburu East, KE-SA, KE",0.91374335,37.27219404,7,,,,7,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4165344,02e7d01b-ca18-4f2f-8d0e-7ff340a2094f,2016-09-21 8:59:59 AM GMT+03:00,2016-09-21,2016-09-21 05:59:59 UTC,Baghdad,1  Track,"Samburu East, KE-SA, KE",0.92234856,37.28618829,8,,,,8,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4172452,f65ddb7f-275f-46bb-b52a-1a660f97b84b,2016-09-22 8:46:40 AM GMT+03:00,2016-09-22,2016-09-22 05:46:40 UTC,Baghdad,1 1track ,Kenya,0.7096089281,37.1725868785,4,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4172460,afe6b48a-ed37-4e3c-a961-f684cbb53c74,2016-09-22 10:34:46 AM GMT+03:00,2016-09-22,2016-09-22 07:34:46 UTC,Baghdad,1track ,"Isiolo North, KE-IS, KE",0.74917421,37.16336301,8,,,,8,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4173501,3ee8b6eb-0650-479b-bfd7-76f025a13ee2,2016-09-22 9:07:14 AM GMT+03:00,2016-09-22,2016-09-22 06:07:14 UTC,Baghdad,3 Track,"Samburu East, KE-SA, KE",0.91292956,37.23233416,9,,,,9,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4173506,703f0ee7-42f8-48d4-a3d4-72ed878f0a37,2016-09-22 10:50:47 AM GMT+03:00,2016-09-22,2016-09-22 07:50:47 UTC,Baghdad,2 Track,"Samburu East, KE-SA, KE",0.89996652,37.2140892,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4178827,2dc39479-83b1-4286-a9cc-fa68a5180da0,2016-09-22 7:36:36 AM GMT+03:00,2016-09-22,2016-09-22 04:36:36 UTC,Baghdad,Track 1,"Samburu East, KE-SA, KE",0.88844501,37.06339735,4,,,,4,,open,false,,,Spotted hyaena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4180068,348ca440-2341-4e83-a84e-19f1e3370170,2016-09-23 11:18:09 AM GMT+03:00,2016-09-23,2016-09-23 08:18:09 UTC,Baghdad,1 track ,"Samburu East, KE-SA, KE",0.79289777,37.19480918,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4181281,ffe4ca75-30fd-4270-8f9c-3581d68124e7,2016-09-23 11:11:09 AM GMT+03:00,2016-09-23,2016-09-23 08:11:09 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.92118049,37.22817821,7,,,,7,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4190868,86807327-063d-4700-803b-237af0a83ba4,2016-09-24 10:03:38 AM GMT+03:00,2016-09-24,2016-09-24 07:03:38 UTC,Baghdad,3 Track,"Samburu East, KE-SA, KE",0.9082639,37.27606481,9,,,,9,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4191009,42e7e615-ef15-4155-8df3-a5c1a80c3c27,2016-09-24 11:01:59 AM GMT+03:00,2016-09-24,2016-09-24 08:01:59 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.92598549,37.29005977,9,,,,9,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4197515,31b2ea94-d074-4e8c-a576-ece3ba307f31,2016-09-25 8:27:30 AM GMT+03:00,2016-09-25,2016-09-25 05:27:30 UTC,Baghdad,1track ,Unnamed Road,0.79554695,37.21316577,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4197845,24a65649-ba56-4bad-b8f1-045d15921018,2016-09-25 9:26:00 AM GMT+03:00,2016-09-25,2016-09-25 06:26:00 UTC,Baghdad,1track ,"Samburu East, KE-SA, KE",0.78892986,37.21046469,8,,,,8,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4213418,ea60123c-f41d-4e1f-87e8-f71e052fed9a,2016-09-27 9:10:56 AM GMT+03:00,2016-09-27,2016-09-27 06:10:56 UTC,Baghdad,2 tracks ,"Samburu East, KE-SA, KE",0.7779609,37.15356583,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4214295,bf95e962-46f7-464d-ad1a-fb926d0a83a3,2016-09-27 8:42:09 AM GMT+03:00,2016-09-27,2016-09-27 05:42:09 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.89962277,37.2533028,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4214306,2cef17ba-3d3d-48ae-8fc9-0b6205ddb8ed,2016-09-27 12:09:42 PM GMT+03:00,2016-09-27,2016-09-27 09:09:42 UTC,Baghdad,2 Track,"Samburu East, KE-SA, KE",0.90165807,37.21978679,10,,,,10,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4214893,7d23025f-8086-4967-ace7-aabbace42f7e,2016-09-27 7:42:30 AM GMT+03:00,2016-09-27,2016-09-27 04:42:30 UTC,Baghdad,1  sneared   stripped   hyeana  with wire    inside   the   mouth,Kenya,-1.9890160383,37.0500967982,14,,,,31442,,obscured,true,,,Striped Hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4221281,0047f7ab-0ee5-4755-9d90-9dc4e37bd674,2016-09-28 7:06:34 AM GMT+03:00,2016-09-28,2016-09-28 04:06:34 UTC,Baghdad,1track ,Kenya,0.7435501097,37.0307731878,9,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4221340,8bf292bf-cf9c-4615-ac2b-73f0fdf50655,2016-09-28 7:36:32 AM GMT+03:00,2016-09-28,2016-09-28 04:36:32 UTC,Baghdad,1track ,Samburu County,0.77736412,37.153546,9,,,,9,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4223576,68635e34-2aed-46a9-a523-1d03063792af,2016-09-28 8:31:19 AM GMT+03:00,2016-09-28,2016-09-28 05:31:19 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.91399435,37.266735,3,,,,3,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4223578,eabc9663-3c22-43d4-b562-dadc348bb8bf,2016-09-28 8:51:10 AM GMT+03:00,2016-09-28,2016-09-28 05:51:10 UTC,Baghdad,3 Track,"Samburu East, KE-SA, KE",0.92341177,37.27228912,10,,,,10,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4229578,0a68cba9-9dd1-416d-aefa-2f7ee190f528,2016-09-29 9:06:31 AM GMT+03:00,2016-09-29,2016-09-29 06:06:31 UTC,Baghdad,2 tracks ,"Samburu East, KE-SA, KE",0.8091503,37.21018942,11,,,,11,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4229588,1b67a81b-58ae-4672-ac69-b78add99aff4,2016-09-29 9:20:11 AM GMT+03:00,2016-09-29,2016-09-29 06:20:11 UTC,Baghdad,1track ,"Samburu East, KE-SA, KE",0.81010373,37.2139957,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4229652,52d22fcd-354b-4f58-a9f5-c90038f3b1a4,2016-09-29 8:05:56 AM GMT+03:00,2016-09-29,2016-09-29 05:05:56 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90898629,37.2602043,7,,,,7,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4242943,0f7df6cd-ed61-40e6-a865-8acf1c4f1491,2016-10-01 8:08:14 AM GMT+03:00,2016-10-01,2016-10-01 05:08:14 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.79914609,37.03927324,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4242965,2023cef7-c459-4890-880f-27969ebe7248,2016-10-01 8:21:53 AM GMT+03:00,2016-10-01,2016-10-01 05:21:53 UTC,Baghdad,1 Track,Kenya,0.7789831615,37.0470306808,11,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4250469,4a258263-5f3f-4ecf-a1ac-c31e9b28df85,2016-09-19 8:51:19 AM GMT+03:00,2016-09-19,2016-09-19 05:51:19 UTC,Baghdad,1 track,"Kilome, KE-MK, KE",-1.800995837,37.2327124208,4,,,,4,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4250497,8fb19073-7a23-42d0-b259-d9f3c532b587,2016-09-19 9:52:47 AM GMT+03:00,2016-09-19,2016-09-19 06:52:47 UTC,Baghdad,1 track,"Kilome, KE-MK, KE",-1.794818133,37.2322046196,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4250499,52176d52-de77-4af1-b07b-1752916dea69,2016-09-19 10:35:15 AM GMT+03:00,2016-09-19,2016-09-19 07:35:15 UTC,Baghdad,1 track,"Kilome, KE-MK, KE",-1.7879629861,37.2352787965,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4250500,ed6c58bc-1c3a-42db-9a02-3c003f6e534f,2016-09-19 10:51:34 AM GMT+03:00,2016-09-19,2016-09-19 07:51:34 UTC,Baghdad,1 track,"Kilome, KE-MK, KE",-1.7904939512,37.235206977,8,,,,8,,open,false,gps,gps,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4258838,e214e1b0-c6ee-4cd5-91e5-8593669c1896,2016-10-03 7:00:12 AM GMT+03:00,2016-10-03,2016-10-03 04:00:12 UTC,Baghdad,1track ,Kenya,0.7598609239,37.0164912908,10,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4258839,0b8b76c3-210d-497c-b89d-f45f76c12c08,2016-10-03 7:06:44 AM GMT+03:00,2016-10-03,2016-10-03 04:06:44 UTC,Baghdad,2 track ,Kenya,0.7301099225,37.1616720021,6,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4258840,960b4a70-177e-4273-82ed-f0e7b79c13a6,2016-10-03 7:11:02 AM GMT+03:00,2016-10-03,2016-10-03 04:11:02 UTC,Baghdad,1track ,"Samburu East, KE-SA, KE",0.76869371,37.15426789,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4258842,1f8b7d66-10fb-4310-be39-abc6ea677684,2016-10-03 7:48:22 AM GMT+03:00,2016-10-03,2016-10-03 04:48:22 UTC,Baghdad,2 tracks,"Samburu East, KE-SA, KE",0.77427009,37.16198492,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4259185,8654c55b-0e34-4325-8fc8-5903791f57e4,2016-10-03 9:33:45 AM GMT+03:00,2016-10-03,2016-10-03 06:33:45 UTC,Baghdad,1track ,"Samburu East, KE-SA, KE",0.79276686,37.19148943,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4266769,a0c437c4-3146-4326-8b53-0d0fc289be6a,2016-10-04 9:21:32 AM GMT+03:00,2016-10-04,2016-10-04 06:21:32 UTC,Baghdad,2 Tracks,"Samburu East, KE-SA, KE",0.90272733,37.24261526,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4266795,eb6e9900-b5dd-4448-a09b-d22fd5d8db66,2016-10-04 7:04:08 AM GMT+03:00,2016-10-04,2016-10-04 04:04:08 UTC,Baghdad,1track ,"Samburu East, KE-SA, KE",0.77955258,37.15160077,4,,,,4,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4266799,591161c7-99eb-4d7d-ae4a-f714bf589d03,2016-10-04 7:59:05 AM GMT+03:00,2016-10-04,2016-10-04 04:59:05 UTC,Baghdad,1track ,Kenya,0.8438562911,37.2445546878,8,,,,31449,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4266801,08afd306-b3ab-4bbb-9c00-b4a4bb0edaab,2016-10-04 8:39:46 AM GMT+03:00,2016-10-04,2016-10-04 05:39:46 UTC,Baghdad,1track,Kenya,0.9325652545,37.3587918094,9,,,,31449,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4268477,2a2179c1-1b42-4d5c-916d-da07bcaf0334,2016-10-04 9:50:59 AM GMT+03:00,2016-10-04,2016-10-04 06:50:59 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.88899231,37.24291624,3,,,,3,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4268478,2c9d3fae-8a60-47df-af47-be7deadb5d63,2016-10-04 9:52:34 AM GMT+03:00,2016-10-04,2016-10-04 06:52:34 UTC,Baghdad,Hyenas poop dry,"Samburu East, KE-SA, KE",0.88892542,37.2432031,4,,,,4,,,false,,,Hyenas,Hyaenidae,Hyaenas,Mammalia,41884
4274723,7b2d62d5-2713-412b-8e80-1eb1f195d691,2016-10-02 8:49:48 AM GMT+03:00,2016-10-02,2016-10-02 05:49:48 UTC,Baghdad,1 track,Kenya,0.7609324706,37.1978398867,8,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4274725,405a0021-549c-4f74-a0c3-ae8eefe80b25,2016-10-02 9:03:46 AM GMT+03:00,2016-10-02,2016-10-02 06:03:46 UTC,Baghdad,1 track,Kenya,0.782229796,37.1890299026,6,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4274726,1294b842-ab11-4f84-87ef-c30595c9f6ba,2016-10-02 9:12:38 AM GMT+03:00,2016-10-02,2016-10-02 06:12:38 UTC,Baghdad,,"Samburu East, KE-SA, KE",0.7738137955,37.1625207636,8,,,,8,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4274731,bc236b4e-e6d2-42d4-bbdb-bcc9d2dca9bb,2016-10-02 10:22:12 AM GMT+03:00,2016-10-02,2016-10-02 07:22:12 UTC,Baghdad,1 track,Kenya,0.7904319026,37.0834841601,6,,,,31450,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4274735,2de5ce8c-a6fd-4899-9042-45cd84163889,2016-10-02 10:38:22 AM GMT+03:00,2016-10-02,2016-10-02 07:38:22 UTC,Baghdad,Track,"Samburu East, KE-SA, KE",0.767913348,37.152790365,8,,,,8,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4275242,2aac924f-2c79-4e41-b835-1e5f6de6deb3,2016-10-05 7:59:14 AM GMT+03:00,2016-10-05,2016-10-05 04:59:14 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90747688,37.26310283,9,,,,9,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4285905,558b91e8-31a3-4d55-9fdb-a9970f506d6a,2016-10-06 9:20:10 AM GMT+03:00,2016-10-06,2016-10-06 06:20:10 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.91841031,37.2686222,8,,,,8,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4290392,734dd0a0-4af3-4e63-8f0f-81229379856f,2016-10-07 10:30:32 AM GMT+03:00,2016-10-07,2016-10-07 07:30:32 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90155506,37.22547806,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4303346,5085541e-b585-4c4c-97e8-f8c3b40876c3,2016-10-08 7:20:54 AM GMT+03:00,2016-10-08,2016-10-08 04:20:54 UTC,Baghdad,1 Track inside bona not taken goat,"Samburu East, KE-SA, KE",0.90893144,37.25992062,8,,,,8,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4332249,a7c53c30-3077-4100-ad6e-afbdf5fce3c9,2016-10-12 8:05:13 AM GMT+03:00,2016-10-12,2016-10-12 05:05:13 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90948546,37.26377032,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4332250,10f01416-22b7-4fd4-80af-8c696d64124f,2016-10-12 8:32:08 AM GMT+03:00,2016-10-12,2016-10-12 05:32:08 UTC,Baghdad,2 Track,"Samburu East, KE-SA, KE",0.90780055,37.26839092,3,,,,3,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4348283,9fa23e3b-c10e-4c67-bec8-1d269658719d,2016-10-14 11:05:08 AM GMT+03:00,2016-10-14,2016-10-14 08:05:08 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.93184446,37.27351395,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4383588,a11e16ef-9eba-4694-959b-bf9920059eb0,2016-10-18 10:54:08 AM GMT+03:00,2016-10-18,2016-10-18 07:54:08 UTC,Baghdad,Spotted hyena poop dry,"Samburu East, KE-SA, KE",0.93466687,37.27605383,9,,,,9,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4391461,6ad47f7d-702f-4a93-8c12-72e9ad27f069,2016-10-19 8:20:08 AM GMT+03:00,2016-10-19,2016-10-19 05:20:08 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.8550187863,37.3520591512,4,,,,31449,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4412236,e7e1d4c0-2cdf-4053-92ad-a55c7e3736c7,2016-10-22 8:08:46 AM GMT+03:00,2016-10-22,2016-10-22 05:08:46 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90901666,37.25868609,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4425533,4b68570b-e638-4326-9929-bf9ae5289729,2015-10-23,2015-10-23,,Nairobi,"","Tumbili Estate, Laikipia",0.123108,37.039786,,,,,,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4439764,1fe7b5c1-b0d7-413f-869c-1afef57877d5,2016-10-25 7:47:27 AM GMT+03:00,2016-10-25,2016-10-25 04:47:27 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90925158,37.25984739,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4439776,bf2a25b6-4d37-4bf4-9ffb-9e2ab7afc4b7,2016-10-26 9:17:22 AM GMT+03:00,2016-10-26,2016-10-26 06:17:22 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.91345912,37.2649284,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4439783,08100a4a-72bd-4810-b0b7-9f7422716373,2016-10-26 11:14:10 AM GMT+03:00,2016-10-26,2016-10-26 08:14:10 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.9040235,37.29285126,5,,,,5,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4443534,73285763-4492-4527-a0a5-dbc8e9e4d01c,2016-10-25 7:19:40 am GMT+03:00,2016-10-25,2016-10-25 04:19:40 UTC,Baghdad,Walking up Ulu conservance,Kenya,-1.9090042549,37.3172025676,6,,,,31442,,obscured,true,,,striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4443599,addb271b-ee82-4304-b8b6-2f1a79a16d17,2016-10-27 6:11:30 am GMT+03:00,2016-10-27,2016-10-27 03:11:30 UTC,Baghdad,Tracks found at Muskegon area,Kenya,-1.8422313293,37.3652951063,12,,,,31442,,obscured,true,,,Striped Hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4443707,d3dbb3d0-c40c-479a-ad63-70581634f32e,2016-10-27 6:39:53 am GMT+03:00,2016-10-27,2016-10-27 03:39:53 UTC,Baghdad,Area_musengoni,Kenya,-1.8949644446,37.3178866155,4,,,,31442,,obscured,true,,,striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4455028,580a38c5-18a7-43fe-87bf-2b9e0d77a826,2016-10-29 10:21:16 AM GMT+03:00,2016-10-29,2016-10-29 07:21:16 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.91001532,37.28742386,14,,,,14,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4467372,21a426bd-0c98-4776-8538-6dec5ec980de,2016-10-27 9:44:13 am GMT+03:00,2016-10-27,2016-10-27 06:44:13 UTC,Baghdad,,Kenya,-1.854336101,37.357430547,8,,,,31442,,obscured,true,,,striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4473022,4415f73a-cd07-4450-8442-ee4ae613212c,2016-10-31 8:30:26 am GMT+03:00,2016-10-31,2016-10-31 05:30:26 UTC,Baghdad,3 hyenas walking along the road,Mombasa Road,-1.79724138,37.21994404,7,,,,7,,open,false,,,spotted  hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4473300,aa51bcc7-bd1b-49dc-9b09-ec9ea8450109,2016-11-01 6:13:27 am GMT+03:00,2016-11-01,2016-11-01 03:13:27 UTC,Baghdad,,Makueni County,-1.82210053,37.2281862,6,,,,6,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4474866,c7909416-c787-4fe3-9bf7-fa25f6f38905,2016-11-01 8:21:11 AM GMT+03:00,2016-11-01,2016-11-01 05:21:11 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.91579043,37.2754711,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4480111,53ab704d-b418-4917-8b02-05cf8646c8ab,2016-11-02 7:41:30 am GMT+03:00,2016-11-02,2016-11-02 04:41:30 UTC,Baghdad,,"Kilome, KE-MK, KE",-1.79818,37.2199679,3469,,,,3469,,open,false,,,spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4486712,0c77120e-a53d-4178-9e95-1e9043ee0614,2016-11-03 7:48:11 AM GMT+03:00,2016-11-03,2016-11-03 04:48:11 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90536514,37.25538218,8,,,,8,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4517683,6d576fed-d35a-43ea-b3d2-f0463c1735de,2016-11-08 10:31:06 AM GMT+03:00,2016-11-08,2016-11-08 07:31:06 UTC,Baghdad,7.2×6.9,"Isiolo North, KE-IS, KE",0.75752697,37.2388357,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4520881,a47d5318-f69f-42ff-897f-a21dbb3dcca4,2016-11-08 10:20:08 AM GMT+03:00,2016-11-08,2016-11-08 07:20:08 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.8495000922,37.3025632843,7,,,,31449,,obscured,true,,,Striped hyena,Hyaena hyaena,Striped Hyaena,Mammalia,41888
4521516,fb468b5f-32d0-4426-bd8a-15bdb2f54f00,2016-11-09 8:22:45 AM GMT+03:00,2016-11-09,2016-11-09 05:22:45 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.90868368,37.26061762,6,,,,6,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4525518,033b91f9-eb06-4bba-a9dd-cd5a9ea31128,2016-11-10 10:19:54 AM GMT+03:00,2016-11-10,2016-11-10 07:19:54 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.8806411,37.24982741,3,,,,3,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4530648,e32ba0ae-5325-4e4a-a229-a461add20c24,2016-11-11 9:24:06 AM GMT+03:00,2016-11-11,2016-11-11 06:24:06 UTC,Baghdad,1 Track,"Samburu East, KE-SA, KE",0.92577934,37.27561537,5,,,,5,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4566835,d8401093-9c32-450b-8a4d-588d8ec1cb96,2016-11-14 7:55:56 AM GMT+03:00,2016-11-14,2016-11-14 04:55:56 UTC,Baghdad,2 tracks ,"Samburu East, KE-SA, KE",0.8048531,37.20515931,6,,,,6,,open,false,,,Spotted hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4566837,b8e12e06-5581-49ff-8562-fb4424f2603d,2016-11-14 8:14:00 AM GMT+03:00,2016-11-14,2016-11-14 05:14:00 UTC,Baghdad,1track ,"Samburu East, KE-SA, KE",0.79815482,37.18254985,9,,,,9,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
4566840,b3e59342-6b9d-4ae3-a314-d0c9540253c5,2016-11-14 9:09:19 AM GMT+03:00,2016-11-14,2016-11-14 06:09:19 UTC,Baghdad,1track ,"Samburu East, KE-SA, KE",0.81218997,37.18562402,7,,,,7,,open,false,,,Spotted Hyena,Crocuta crocuta,Spotted Hyena,Mammalia,41886
